white_username,black_username,opening,score_white,score_black,result_white,result_black,time_class,time_control,rating_white,rating_black,accuracy_white,accuracy_black,start_time,end_time,game_length,total_moves,avg_move_time,UTC_date,white_<1,white_2,white_5,white_15,white_>15,black_<1,black_2,black_5,black_15,black_>15
Hikaru,CSB7,Kings-Indian-Attack-Double-Fianchetto-Variation,1,0,win,resigned,blitz,180+1,3205,2683,95.55,82.31,16:10:02,16:16:45,403.0,42,9.6,2023.01.31,4,20,8,6,3,3,13,10,11,3
Hikaru,Matibar,Kings-Indian-Attack,1,0,win,resigned,blitz,180+1,3206,2798,86.96,83.66,16:29:33,16:36:43,430.0,54,7.96,2023.01.31,4,26,13,9,1,6,28,7,8,3
Hikaru,stollenmonster,Reti-Opening-Kings-Indian-Attack,1,0,win,resigned,blitz,180+1,3208,2870,85.62,78.74,16:43:29,16:50:28,419.0,36,11.64,2023.01.31,5,15,6,7,2,5,12,5,9,3
Cayse,Hikaru,Modern-Defense-Standard-Line,0,1,checkmated,win,blitz,180+1,2871,3210,78.43,81.58,16:59:28,17:07:58,510.0,63,8.1,2023.01.31,8,33,10,7,4,7,35,9,7,4
BegmuratovKh2010,Hikaru,Modern-Defense-Standard-Line,0,1,resigned,win,blitz,180+1,2730,3211,78.94,87.19,17:09:49,17:17:05,436.0,42,10.38,2023.01.31,3,16,7,12,3,1,20,10,9,1
Hikaru,FabianoCaruana,Ruy-Lopez-Opening-Morphy-Defense-Columbus-Variation,0,1,timeout,win,blitz,180+1,3199,3037,86.81,91.95,17:22:31,17:29:56,445.0,39,11.41,2023.01.31,5,18,6,5,4,6,17,5,7,3
Msb2,Hikaru,Dutch-Defense,0.5,0.5,repetition,repetition,blitz,180+1,3013,3195,86.15,84.37,17:33:22,17:41:02,460.0,44,10.45,2023.01.31,8,16,9,6,4,4,17,10,8,3
Hikaru,vugarrasulov,Kings-Indian-Attack-Yugoslav-Variation,1,0,win,checkmated,blitz,180+1,3198,2958,75.89,70.41,17:50:11,17:58:09,478.0,53,9.02,2023.01.31,5,26,12,6,3,3,21,12,14,1
Njal28,Hikaru,Ruy-Lopez-Opening-Morphy-Defense-Modern-Steinitz-Defense,0,1,resigned,win,blitz,180+1,2965,3201,72.47,76.45,18:00:25,18:09:05,520.0,71,7.32,2023.01.31,14,28,18,7,3,13,31,12,13,1
Hikaru,exoticprincess,English-Opening-Anglo-Indian-Queens-Knight-Variation,1,0,win,timeout,blitz,180+1,3206,3048,81.88,76.19,18:10:47,18:17:32,405.0,35,11.57,2023.01.31,2,15,7,7,3,1,13,5,11,3
Hikaru,Njal28,Reti-Opening-Nimzowitsch-Larsen-Attack,0.5,0.5,repetition,repetition,blitz,180,3201,2958,88.17,89.08,19:46:49,19:52:40,351.0,79,4.44,2023.01.31,22,38,14,3,1,33,26,10,6,2
Njal28,Hikaru,Modern-Defense-with,0,1,resigned,win,blitz,180,2955,3204,75.34,80.24,19:52:21,19:58:28,367.0,68,5.4,2023.01.31,12,32,15,8,0,10,38,11,5,2
Hikaru,Njal28,Kings-Indian-Defense,1,0,win,resigned,blitz,180,3207,2952,89.94,82.35,19:58:18,20:00:53,155.0,33,4.7,2023.01.31,3,20,6,3,0,9,15,4,3,0
Njal28,Hikaru,Dutch-Defense,0,1,resigned,win,blitz,180,2949,3210,77.38,90.75,20:00:48,20:03:04,136.0,22,6.18,2023.01.31,6,12,2,0,1,2,11,7,1,0
Hikaru,Njal28,Modern-Defense,1,0,win,resigned,blitz,180,3213,2946,82.05,70.15,20:02:59,20:05:21,142.0,20,7.1,2023.01.31,1,11,5,2,0,4,7,3,3,1
TheMandaIorian,Hikaru,Caro-Kann-Defense-Two-Knights-Mindeno-Exchange-Line,0,1,resigned,win,blitz,180,2941,3216,72.38,78.52,20:05:37,20:11:15,338.0,72,4.69,2023.01.31,6,43,17,5,0,11,41,12,7,0
Hikaru,TheMandaIorian,Bishops-Opening,1,0,win,resigned,blitz,180,3219,2938,92.17,82.48,20:11:12,20:15:45,273.0,42,6.5,2023.01.31,2,22,15,2,0,5,16,13,4,2
TheMandaIorian,Hikaru,Caro-Kann-Defense-Two-Knights-Attack,0,1,resigned,win,blitz,180,2935,3222,77.49,85.86,20:15:41,20:21:22,341.0,40,8.53,2023.01.31,8,16,8,4,3,4,22,8,3,2
Hikaru,TheMandaIorian,Kings-Indian-Defense,1,0,win,resigned,blitz,180,3225,2932,92.23,80.31,20:21:18,20:25:08,230.0,43,5.35,2023.01.31,5,21,14,2,0,4,20,12,5,0
TheMandaIorian,Hikaru,Caro-Kann-Defense-Two-Knights-Mindeno-Exchange-Line,0,1,resigned,win,blitz,180,2929,3228,79.32,83.85,20:25:06,20:30:03,297.0,36,8.25,2023.01.31,6,16,6,5,2,6,13,7,9,0
Hikaru,TheMandaIorian,Closed-Sicilian-Defense-Grand-Prix-Schofman-Variation,1,0,win,resigned,blitz,180,3230,2927,89.0,83.15,20:30:02,20:33:40,218.0,27,8.07,2023.01.31,1,12,9,4,0,1,12,6,3,3
Njal28,Hikaru,Caro-Kann-Defense-Exchange-Variation,0,1,resigned,win,blitz,180,2943,3233,78.33,92.57,21:22:57,21:25:11,134.0,19,7.05,2023.01.31,5,6,3,3,1,2,6,8,2,0
Hikaru,Njal28,Trompowsky-Attack,1,0,win,resigned,blitz,180,3236,2940,97.12,81.34,21:25:13,21:26:22,69.0,14,4.93,2023.01.31,0,8,4,1,0,1,10,1,0,0
Njal28,Hikaru,Nimzowitsch-Larsen-Attack-Classical-Variation,0.5,0.5,insufficient,insufficient,blitz,180,2946,3230,81.85,82.84,21:25:51,21:32:29,398.0,90,4.42,2023.01.31,23,43,17,5,1,29,42,10,6,2
Hikaru,Njal28,Pirc-Defense-Main-Line-Austrian-Dragon-Formation,0,1,resigned,win,blitz,180,3217,2959,80.05,87.26,21:32:23,21:38:16,353.0,69,5.12,2023.01.31,17,36,8,6,1,17,29,13,7,1
Njal28,Hikaru,Sicilian-Defense-Kan-Maroczy-Bind-Formation,1,0,win,resigned,blitz,180,2972,3204,87.13,77.57,21:38:11,21:41:38,207.0,23,9.0,2023.01.31,2,11,5,2,2,4,8,4,4,1
Hikaru,Njal28,Bishops-Opening-Berlin-Vienna-Hybrid-Variation,0,1,resigned,win,blitz,180,3191,2985,66.33,67.71,21:41:24,21:47:51,387.0,62,6.24,2023.01.31,14,33,6,5,3,8,32,12,7,2
Njal28,Hikaru,Sicilian-Defense-Kan-Maroczy-Bind-Formation,1,0,win,resigned,blitz,180,2997,3179,90.64,85.45,21:47:43,21:52:16,273.0,38,7.18,2023.01.31,7,15,9,4,2,7,18,6,3,2
Hikaru,Njal28,Bishops-Opening-Berlin-Vienna-Hybrid-Variation,1,0,win,resigned,blitz,180,3183,2993,88.14,77.92,21:52:12,21:54:31,139.0,20,6.95,2023.01.31,6,9,4,0,0,3,10,1,2,2
Russian_berezka,Hikaru,Modern-Defense-Standard-Two-Knights-Variation,0,1,resigned,win,blitz,180+1,2534,3183,78.07,89.15,21:59:57,22:04:20,263.0,31,8.48,2023.01.31,3,11,5,5,6,6,18,5,1,0
Hikaru,olksuna,Reti-Opening,1,0,win,timeout,blitz,180+1,3184,2704,90.52,83.74,22:10:23,22:16:07,344.0,32,10.75,2023.01.31,4,15,5,6,1,0,7,11,9,3
Hikaru,Topblitz,Reti-Opening-Quiet-System,1,0,win,resigned,blitz,180+1,3186,2793,82.87,72.57,22:20:10,22:27:21,431.0,42,10.26,2023.01.31,3,18,9,8,3,4,11,13,10,2
TigrVShlyape,Hikaru,Queens-Pawn-Opening-Symmetrical-Variation,0.5,0.5,insufficient,insufficient,blitz,180+1,2898,3181,90.81,90.73,22:30:36,22:38:36,480.0,65,7.38,2023.01.31,2,43,8,9,2,13,29,8,13,1
Hikaru,ChristopherYoo,Reti-Opening-Quiet-System,1,0,win,resigned,blitz,180+1,3184,2924,96.02,86.37,22:48:10,22:53:45,335.0,27,12.41,2023.01.31,2,9,8,5,2,3,7,5,5,5
AryanTari,Hikaru,French-Defense-Classical-Steinitz-Boleslavsky-Variation,0,1,timeout,win,blitz,180+1,2889,3174,73.9,81.22,23:10:15,23:17:06,411.0,25,16.44,2023.01.31,4,7,5,5,3,3,11,1,6,3
Hikaru,MITerryble,English-Opening-Reversed-Sicilian-Taimanov-Bremen-Hort-Variation,0,1,checkmated,win,blitz,180+1,3162,2980,80.0,85.89,23:21:35,23:30:42,547.0,77,7.1,2023.01.31,16,32,16,10,2,8,44,9,12,3
